YEREVAN/ZAPADNY^;UGEE;&;37789;40;07N;044;28E;907;X;T;6;AM
SHIRAK^^^^^^^^^^;UGEL;&;&;40;45N;043;51E;1524;X;T;8;AM
SHIRAK^^^^^^^^^^;UDSG;&;&;40;45N;043;52E;1524;X;T;9;AM
ZVARTNOTS^^^^^^^;UDYZ;&;&;40;09N;044;24E;865;X;T;7;AM
