
-----------------------------------------------------------------------------
,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
,hPa,m,C,C,%,g/kg,deg,knot,K,K,K,
-----------------------------------------------------------------------------
,1000.0,117,,,
,925.0,808,,,
,885.0,1191,18.0,2.0,34,5.02,0,0,301.5,316.9,302.4
,865.0,1387,20.4,-2.6,21,3.67,0,0,306.0,317.6,306.6
,850.0,1538,19.0,-3.0,22,3.62,0,0,306.0,317.5,306.7
,750.0,2586,10.4,-8.4,26,2.71,255,9,307.8,316.6,308.3
,719.0,2940,7.5,-10.2,27,2.45,255,10,308.3,316.4,308.8
,700.0,3164,5.6,-11.4,28,2.30,270,11,308.6,316.2,309.1
,628.0,4034,-2.2,-15.2,36,1.88,280,12,309.4,315.7,309.8
,595.0,4467,-6.1,-17.1,41,1.69,275,14,309.8,315.4,310.1
,573.0,4761,-7.3,-30.3,14,0.54,271,15,311.7,313.6,311.8
,568.0,4829,-7.8,-30.8,14,0.52,270,15,311.9,313.8,312.0
,543.0,5179,-10.3,-33.3,13,0.43,274,17,312.9,314.5,313.0
,531.0,5351,-11.3,-20.3,47,1.44,275,19,313.8,318.7,314.0
,506.0,5719,-14.1,-20.1,60,1.54,279,21,314.7,320.0,315.0
,500.0,5810,-14.7,-22.7,51,1.24,280,22,315.1,319.4,315.3
,494.0,5899,-15.3,-23.9,48,1.13,280,22,315.4,319.4,315.6
,439.0,6773,-21.2,-35.2,27,0.44,270,13,318.7,320.4,318.8
,403.0,7406,-25.5,-43.5,17,0.20,279,24,321.1,321.9,321.1
,400.0,7460,-25.9,-42.9,19,0.22,280,25,321.2,322.1,321.3
,371.0,7998,-30.2,-56.8,6,0.05,280,27,322.5,322.7,322.5
,364.0,8134,-31.3,-60.3,4,0.03,275,29,322.8,322.9,322.8
,344.0,8530,-34.4,-48.1,24,0.14,260,35,323.9,324.5,323.9
,338.0,8653,-35.3,-44.3,39,0.22,259,36,324.3,325.1,324.3
,300.0,9470,-42.1,,255,42,325.9,325.9
,299.0,9493,-42.3,,255,42,325.9,325.9
,276.0,10025,-46.7,,250,44,327.1,327.1
,257.0,10500,-50.7,,257,49,328.0,328.0
,250.0,10680,-52.1,,260,51,328.5,328.5
,233.0,11132,-55.2,,260,55,330.5,330.5
,223.0,11413,-57.1,,263,52,331.7,331.7
,200.0,12100,-59.3,,270,46,338.7,338.7
,193.0,12323,-60.1,,273,45,340.9,340.9
,187.0,12516,-60.9,,275,45,342.6,342.6
,150.0,13870,-66.7,,255,38,355.0,355.0
,149.0,13910,-66.8,,255,40,355.4,355.4
,144.0,14116,-67.5,,260,45,357.8,357.8
,101.0,16260,-65.3,,270,31,400.2,400.2
,100.0,16320,-65.1,,275,28,401.7,401.7
