PIARCO^INT^AIRPT;TTPP;&;78970;10;35N;061;21W;15;X;T;X;8;TT
CROWN^PT/SCARBOR;TTCP;&;&;11;09N;060;51W;8;X;T;6;TT
PORT^OF^SPAIN^^^;TTPS;&;78967;10;39N;061;31W;2;X;7;TT
CROWN^POINT^AIRP;TTPT;&;78962;11;09N;060;50W;6;X;7;TT
