ROANOKE^^^^^^^^^;KROA;ROA;72411;37;19N;079;58W;362;X;T;A;3;US
ABINGDON^^^^^^^^;KVJI;VJI;&;36;40N;082;01W;631;X;7;US
BLACKSBURG/VA^T.;KBCB;BCB;&;37;13N;080;25W;650;X;T;7;US
BROOKNEAL^^^^^^^;K0V4;0V4;&;37;09N;079;01W;182;X;8;US
BUMPASS^^^^^^^^^;K7W4;7W4;&;37;58N;077;45W;107;X;7;US
CASSANOVA^VOR^^^;KCSN;CSN;&;38;38N;077;52W;148;V;8;US
CHARLOTTESVILLE^;KCHO;CHO;&;38;08N;078;27W;192;X;T;A;6;US
CHASE^CITY^^^^^^;KCXE;CXE;&;36;47N;078;30W;154;X;7;US
CHESAPEAKE^^^^^^;KCPK;CPK;99402;36;40N;076;19W;6;X;W;7;US
CLARKSVILLE^^^^^;KW63;W63;&;36;36N;078;34W;128;X;7;US
CREWE^^^^^^^^^^^;KW81;W81;&;37;11N;078;06W;127;X;7;US
CULPEPER^^^^^^^^;KCJR;CJR;&;38;32N;077;52W;97;X;7;US
DANVILLE^^^^^^^^;KDAN;DAN;&;36;34N;079;20W;175;X;T;A;6;US
DUBLIN/NEW^RIV^^;KPSK;PSK;&;37;07N;080;40W;642;X;V;6;US
EMPORIA^^^^^^^^^;KEMV;EMV;&;36;41N;077;29W;39;X;W;8;US
FARMVILLE^^^^^^^;KFVX;FVX;&;37;21N;078;25W;125;X;7;US
FENTRESS^NAVAL^^;KNFE;NFE;&;36;42N;076;08W;5;X;7;US
FORT^BELVOIR/DAV;KDAA;DAA;&;38;43N;077;10W;21;X;T;6;US
FORT^ROYAL^^^^^^;KFRR;FRR;&;38;55N;078;15W;215;X;7;US
FRANKLIN/J^B^ROS;KFKN;FKN;&;36;42N;076;54W;12;X;7;US
FREDERICKSB/SHAN;KEZF;EZF;&;38;16N;077;27W;26;X;7;US
FT^EUSTIS/FELKER;KFAF;FAF;&;37;07N;076;37W;4;X;T;6;US
GORDONSVILLE^^^^;KGVE;GVE;&;38;09N;078;10W;138;X;7;US
HILLSVILLE/GALAX;KHLX;HLX;&;36;46N;080;49W;834;X;7;US
HOT^SPRINGS/INGA;KHSP;HSP;&;37;57N;079;49W;1156;X;7;US
JONESVILLE^^^^^^;K0VG;0VG;&;36;39N;083;13W;430;X;8;US
KENBRIDGE^^^^^^^;KW31;W31;&;36;58N;078;11W;161;X;7;US
LANGLEY^AFB/HAMP;KLFI;LFI;74598;37;04N;076;22W;3;X;T;6;US
LAWRENCEVILLE^^^;KLVL;LVL;&;36;46N;077;48W;100;X;7;US
LEESBURG/GODFREY;KJYO;JYO;&;39;04N;077;34W;119;X;7;US
LOUISA^^^^^^^^^^;KLKU;LKU;&;38;01N;077;58W;150;X;7;US
LURAY^^^^^^^^^^^;KLUA;LUA;&;38;40N;078;30W;275;X;7;US
LYNCHBURG^^^^^^^;KLYH;LYH;72410;37;19N;079;12W;295;X;U;A;6;US
MANASSAS^MUNI^^^;KHEF;HEF;&;38;43N;077;31W;59;X;W;7;US
MARION^/^WYTHEVI;KMKJ;MKJ;&;36;53N;081;20W;780;X;7;US
MARTINSVILLE^^^^;KMTV;MTV;&;36;38N;080;01W;287;X;7;US
MELFA/ACCOMACK^^;KMFV;MFV;&;37;38N;075;46W;15;X;7;US
NEW^MARKET^^^^^^;K8W2;8W2;&;38;39N;078;43W;293;X;7;US
NEWPORT^NEWS^^^^;KPHF;PHF;&;37;08N;076;30W;12;X;T;A;6;US
NORFOLK^NAS/CHAM;KNGU;NGU;&;36;55N;076;16W;5;X;T;6;US
NORFOLK^^^^^^^^^;KORF;ORF;72308;36;54N;076;12W;14;X;U;A;3;US
NORFOLK/WAKEFLD^;KAKQ;AKQ;&;36;59N;077;00W;34;X;X;A;F;5;US
NORFOLK/HAMPTON^;KPVG;PVG;&;36;47N;076;27W;7;X;W;8;US
OCEANA^NAS/SOUCE;KNTU;NTU;&;36;49N;076;01W;7;X;T;6;US
ORANGE^^^^^^^^^^;KOMH;OMH;&;38;15N;078;03W;142;X;7;US
PETERSBURG^^^^^^;KPTB;PTB;&;37;10N;077;31W;59;X;W;7;US
QUANTICO^MCAF^^^;KNYG;NYG;&;38;30N;077;17W;4;X;T;6;US
QUINTON^^^^^^^^^;KW96;W96;&;37;30N;077;08W;37;X;7;US
RICHMOND/HANOVER;KOFP;OFP;&;37;42N;077;26W;62;X;A;7;US
RICHMOND/CHESTER;KFCI;FCI;&;37;24N;077;31W;72;X;8;US
RICHMOND^^^^^^^^;KRIC;RIC;72401;37;31N;077;19W;50;X;U;A;4;US
ROANOKE/BLACKSBG;KRNK;RNK;72318;37;12N;080;24W;648;X;F;8;US
