3888,9/19/2018,
4255.85,9/20/2018,
4247.72,9/21/2018,
4248.12,9/22/2018,
4248.67,9/23/2018,
4247.72,9/24/2018,
4247.72,9/25/2018,
4258.42,9/26/2018,
4258.42,9/27/2018,
4292.5,9/28/2018, 06:07:29
4292.5,9/28/2018, 06:08:03
4350.22,2018-10-09, 21:55:56
4349.42,0.869884,2018-10-09, 22:00:27
